"Núm.","Descrição","Qtd. Comercial","Unid. Comercial","Valor Líquido do Item","Informações Adicionais do Produto","Cód. Produto","Cód. GTIN","Cód. NCM","Código Especificador da Substituição Tributária","CFOP","Valor Unit.","Valor Bruto","Regra de Cálculo","Valor do Desconto","Outras Despesas Acessórias","Rateio do Desconto Sobre Subtotal","Rateio do Acréscimo Sobre Subtotal","Observações Fisco","Origem da Mercadoria","Tributação do ICMS","Cód. de Situação da Operação - Simples Nacional","Alíquota Efetiva","Valor do ICMS","Código de Situação Tributária PIS","Valor da Base de Cálculo do PIS","Alíquota do PIS(%)","Quantidade Vendida PIS","Alíquota do PIS","Valor do PIS","Valor da Base de Cálculo do PIS ST","Alíquota do PIS ST(%)","Quantidade Vendida PIS ST","Alíquota do PIS ST","Valor do PIS ST","Código de Situação Tributária da COFINS","Valor da Base de Cálculo da COFINS","Alíquota da COFINS(%)","Valor da COFINS","Quantidade Vendida COFINS","Alíquota da COFINS","Valor da Base de Cálculo da COFINS ST","Alíquota da COFINS ST(%)","Valor da COFINS ST","Quantidade Vendida COFINS ST","Alíquota da COFINS ST","Valor de Deduções para ISSQN","Valor da Base de Cálculo do ISSQN","Alíquota do ISSQN","Valor do ISSQN","Item da Lista de Serviços","Código do Município do Fato Gerador do ISSQN","Código de Tributação pelo ISSQN do Município","Natureza da Operação de ISSQN","Incentivo Fiscal do ISSQN","Valor Aproximado dos Tributos do Produto ou Serviço – Lei 12741/12"
"30","MASSA LEVE 500g TALHARIM","1,0000","UN","8,99","Não Informado","7896228100607","7896228100607","19021100","1704902","5102","8,990","8,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","7,00","0,63","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,99"
"31","COCO P.FRUTTA kg NATURAL","0,0260","kg","3,12","Não Informado","3929","Não Informado","08011900","Não Informado","5102","119,900","3,12","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","0,56","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,69"
"32","CAMARAO DESCASCADO DELL","1,0000","UN","36,90","Não Informado","7898924935095","7898924935095","03061790","Não Informado","5102","36,900","36,90","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","6,64","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","36,90","0,0165","Não Informado","Não Informado","0,6100","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","36,90","0,0760","2,80","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","4,12"
"33","ALHO - O QUILO","0,0950","kg","4,27","Não Informado","109","Não Informado","07032090","Não Informado","5102","44,900","4,27","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","7,00","0,30","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,46"
"34","LIMAO TAHITI - O QUILO","0,3400","kg","2,04","Não Informado","187","Não Informado","08055000","Não Informado","5102","5,990","2,04","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","40 - Valor Isento","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,44"
"35","SUCO ALIANCA 1,5L INT","1,0000","UN","14,99","Não Informado","7896100501836","7896100501836","20096100","1701000","5405","14,990","14,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","14,99","0,0165","Não Informado","Não Informado","0,2500","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","14,99","0,0760","1,14","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","3,31"
"36","QUEIJO B.LATTE 160g MOZZ","1,0000","UN","12,29","Não Informado","7898923336206","7898923336206","04061010","1702401","5102","12,290","12,29","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","13,30","1,63","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","1,98"
"37","CAMARAO DELLMARE 200g 13","1,0000","UN","32,98","Não Informado","7898924935026","7898924935026","03061790","Não Informado","5102","32,980","32,98","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","5,94","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","32,98","0,0165","Não Informado","Não Informado","0,5400","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","32,98","0,0760","2,51","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","3,68"
"38","GENGIBRE - O QUILO","0,1200","kg","1,80","Não Informado","170","Não Informado","09101100","Não Informado","5102","14,990","1,80","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","40 - Valor Isento","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","1,80","0,0165","Não Informado","Não Informado","0,0300","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","1,80","0,0760","0,14","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,39"
"39","OREGANO AROMA DAS INDIAS","1,0000","UN","3,79","Não Informado","7898416520310","7898416520310","12119010","Não Informado","5102","3,790","3,79","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","18,00","0,68","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","3,79","0,0165","Não Informado","Não Informado","0,0600","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","01 - Operação Tributável (base de cálculo = valor da operação alíquota normal (cumulativo / não cumulativo))","3,79","0,0760","0,29","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,83"
"40","MASSA LEVE 500g TALHARIM","1,0000","UN","8,99","Não Informado","7896228100607","7896228100607","19021100","1704902","5102","8,990","8,99","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","00 - Tributada integralmente","Não Informado","7,00","0,63","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,99"
"41","TOMATE ANDREA - O QUILO","0,4700","kg","2,35","Não Informado","290","Não Informado","07020000","Não Informado","5102","4,990","2,35","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","40 - Valor Isento","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","06 - Operação Tributável (Alíquota zero)","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","0,51"
"42","KIT ELSEVE SH375+COND170","1,0000","UN","25,98","Não Informado","7899706175951","7899706175951","33051000","2001700","5405","25,980","25,98","A","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","0 - Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","60 - ICMS cobrado anteriormente por substituição tributária (substituído) ou por antecipação","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (operação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","04 - Operação Tributável (tributação monofásica (alíquota zero))","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","Não Informado","2 - Não","11,68"
